1;arms_factory;2942.00;10.15;1369.00;0.28;0
1;arms_factory;2944.00;10.85;1370.00;3.29;0
1;arms_factory;2951.00;11.38;1363.00;1.13;0
1;arms_factory;2951.00;11.38;1363.00;2.34;0
1;arms_factory;2947.00;13.00;1365.00;0.18;0
1;arms_factory;2947.00;13.00;1365.00;1.74;0
1;industrial_complex;2950.00;11.10;1357.00;4.40;0
1;industrial_complex;2953.00;10.03;1371.00;0.79;0
1;industrial_complex;2953.00;10.03;1371.00;4.91;0
1;industrial_complex;2946.00;12.55;1369.00;5.01;0
1;industrial_complex;2946.00;10.73;1371.00;2.85;0
1;industrial_complex;2953.00;10.15;1364.00;5.52;0
1;air_base;2943.00;10.30;1365.00;0.79;0
1;naval_base;2954.00;9.55;1372.00;0.98;5579
1;naval_base;2941.00;9.50;1361.00;-0.79;5579
1;naval_base;2942.00;9.50;1363.00;-1.19;5579
1;bunker;2950.00;10.07;1372.00;5.52;0
1;bunker;2947.00;9.70;1355.00;3.36;0
1;bunker;2947.00;11.32;1362.00;6.03;0
1;coastal_bunker;2947.00;9.68;1373.00;-3.00;0
1;coastal_bunker;2944.00;9.50;1354.00;-0.79;0
1;coastal_bunker;2940.00;9.50;1365.00;-1.19;0
1;dockyard;2950.00;9.73;1373.00;-3.00;0
1;anti_air_building;2951.00;11.00;1358.00;0.85;0
1;anti_air_building;2953.00;10.03;1371.00;3.87;0
1;anti_air_building;2944.00;9.98;1362.00;5.08;0
1;synthetic_refinery;2946.00;10.73;1371.00;2.92;0
1;radar_station;2948.00;13.38;1365.00;6.07;0
1;rocket_site;2953.00;10.60;1366.00;0.86;0
1;nuclear_reactor;2944.00;10.98;1366.00;3.52;0
2;arms_factory;3006.00;9.78;1355.00;1.13;0
2;arms_factory;3009.00;11.53;1365.00;2.34;0
2;arms_factory;2991.00;9.70;1368.00;0.18;0
2;arms_factory;3009.00;9.68;1351.00;1.74;0
2;arms_factory;3000.00;10.15;1367.00;4.40;0
2;arms_factory;3014.00;12.60;1363.00;0.79;0
2;industrial_complex;3003.00;10.45;1370.00;4.91;0
2;industrial_complex;2992.00;11.55;1374.00;5.01;0
2;industrial_complex;3017.00;10.82;1354.00;2.85;0
2;industrial_complex;3020.00;9.68;1349.00;5.52;0
2;industrial_complex;3010.00;11.28;1360.00;0.79;0
2;industrial_complex;3017.00;11.98;1358.00;4.91;0
2;air_base;3009.00;10.30;1355.00;1.29;0
2;naval_base;3010.00;9.50;1348.00;0.32;1452
2;naval_base;3005.00;9.50;1351.00;-0.46;5656
2;naval_base;2993.00;9.50;1361.00;-0.93;5656
2;naval_base;2989.00;9.50;1365.00;-0.90;5579
2;naval_base;3022.00;9.50;1346.00;0.17;1452
2;bunker;3017.00;10.05;1350.00;3.96;0
2;bunker;2996.00;10.98;1372.00;1.81;0
2;bunker;3000.00;9.70;1359.00;3.02;0
2;bunker;3010.00;11.70;1365.00;0.85;0
2;bunker;3004.00;10.25;1367.00;3.87;0
2;bunker;3024.00;11.43;1353.00;5.08;0
2;bunker;3006.00;10.15;1357.00;2.92;0
2;bunker;3006.00;9.78;1355.00;4.48;0
2;bunker;3007.00;10.80;1364.00;0.86;0
2;coastal_bunker;3012.00;9.50;1348.00;0.32;0
2;coastal_bunker;3004.00;9.50;1351.00;-0.46;0
2;coastal_bunker;2990.00;9.50;1362.00;-0.93;0
2;coastal_bunker;2989.00;9.50;1366.00;-0.90;0
2;coastal_bunker;3021.00;9.50;1347.00;0.17;0
2;dockyard;2997.00;9.50;1358.00;-0.93;0
2;anti_air_building;3014.00;9.85;1350.00;1.37;0
2;anti_air_building;3002.00;10.00;1366.00;4.03;0
2;anti_air_building;3001.00;10.60;1373.00;1.87;0
2;synthetic_refinery;3007.00;11.53;1369.00;3.09;0
2;radar_station;3006.00;10.45;1362.00;0.74;0
2;rocket_site;3021.00;10.75;1353.00;2.48;0
2;nuclear_reactor;3005.00;10.32;1365.00;5.15;0
3;arms_factory;2925.00;10.78;1464.00;0.18;0
3;arms_factory;2918.00;10.88;1462.00;1.74;0
3;arms_factory;2924.00;10.57;1463.00;4.40;0
3;arms_factory;2934.00;15.30;1453.00;0.79;0
3;arms_factory;2920.00;12.60;1454.00;4.91;0
3;arms_factory;2929.00;10.70;1464.00;5.01;0
3;industrial_complex;2933.00;13.93;1457.00;2.85;0
3;industrial_complex;2922.00;13.60;1455.00;5.52;0
3;industrial_complex;2934.00;14.65;1454.00;0.79;0
3;industrial_complex;2931.00;13.73;1459.00;4.91;0
3;industrial_complex;2921.00;11.93;1456.00;1.29;0
3;industrial_complex;2931.00;13.80;1458.00;5.42;0
3;air_base;2918.00;10.30;1457.00;5.52;0
3;bunker;2923.00;12.75;1457.00;3.36;0
3;bunker;2916.00;10.53;1460.00;6.03;0
3;bunker;2932.00;13.90;1457.00;2.41;0
3;bunker;2929.00;12.50;1460.00;3.96;0
3;anti_air_building;2921.00;10.75;1458.00;1.81;0
3;anti_air_building;2921.00;10.45;1460.00;3.02;0
3;anti_air_building;2926.00;10.57;1462.00;0.85;0
3;synthetic_refinery;2923.00;11.18;1459.00;3.87;0
3;radar_station;2925.00;11.75;1459.00;0.20;0
3;rocket_site;2925.00;10.78;1464.00;2.92;0
3;nuclear_reactor;2917.00;10.80;1461.00;4.48;0
4;arms_factory;3052.00;11.98;1484.00;4.40;0
4;arms_factory;3055.00;12.23;1484.00;0.79;0
4;arms_factory;3049.00;11.05;1485.00;4.91;0
4;arms_factory;3041.00;14.80;1494.00;5.01;0
