1;2791.00;10.25;1553.00;small
1;2769.00;10.03;1595.00;small
2;3196.00;10.95;1446.00;small
2;3154.00;10.50;1442.00;small
3;2745.00;11.82;1645.00;small
3;2730.00;13.20;1680.00;small
4;2675.00;9.50;1578.00;small
4;2694.00;9.98;1602.00;small
5;2876.00;9.80;1534.00;small
5;2894.00;9.60;1561.00;small
6;2943.00;9.80;1563.00;small
6;2966.00;9.70;1632.00;small
7;2983.00;10.90;1486.00;big
7;2941.00;10.57;1514.00;big
8;3058.00;9.70;1547.00;big
8;3034.00;9.70;1585.00;small
8;2998.00;9.70;1558.00;small
9;3099.00;9.98;1685.00;small
9;3137.00;9.50;1742.00;small
10;3047.00;10.10;1714.00;small
10;3026.00;10.38;1661.00;small
11;2932.00;14.12;1735.00;big
11;2971.00;12.70;1794.00;big
12;3228.00;10.70;1924.00;small
12;3330.00;11.05;1927.00;small
13;3259.00;9.73;1794.00;big
13;3184.00;9.50;1779.00;big
14;3775.00;10.50;1657.00;big
14;3832.00;10.30;1761.00;big
14;3921.00;9.80;1669.00;big
16;2788.00;9.50;1716.00;big
16;2822.00;9.50;1652.00;big
17;3470.00;10.30;729.00;big
17;3416.00;16.20;823.00;big
18;2834.00;9.50;1554.00;small
18;2767.00;9.50;1500.00;small
19;2896.00;10.43;1482.00;big
19;2843.00;9.80;1495.00;big
20;2826.00;10.00;1407.00;big
20;2884.00;9.93;1417.00;big
21;3007.00;15.38;1462.00;big
21;3051.00;12.45;1472.00;big
22;3080.00;10.48;1500.00;small
22;3027.00;10.82;1518.00;small
22;3145.00;9.78;1494.00;small
23;3033.00;12.20;1284.00;small
23;3030.00;12.95;1353.00;small
24;3130.00;11.90;1346.00;small
24;3130.00;12.30;1389.00;small
25;3220.00;9.75;1340.00;small
25;3151.00;10.55;1312.00;small
26;3224.00;9.93;1469.00;small
26;3191.00;10.30;1412.00;small
26;3246.00;9.70;1418.00;small
27;3083.00;10.12;1450.00;small
27;3122.00;9.70;1465.00;small
28;3419.00;11.00;1242.00;small
28;3380.00;11.50;1225.00;small
28;3359.00;9.50;1168.00;small
29;3132.00;9.50;1203.00;big
29;3029.00;9.50;1248.00;big
30;3260.00;9.50;1382.00;big
30;3359.00;9.50;1389.00;big
31;4025.00;10.45;816.00;big
31;4029.00;11.30;930.00;big
32;1155.00;9.50;410.00;big
32;1245.00;9.50;119.00;big
33;543.00;11.95;1985.00;small
33;220.00;9.50;1827.00;small
34;1546.00;9.73;1007.00;big
34;1463.00;12.03;1080.00;big
35;1767.00;10.93;318.00;big
35;1911.00;9.70;457.00;big
35;1903.00;9.70;326.00;big
35;1724.00;11.88;174.00;big
36;2033.00;10.60;1954.00;big
36;2151.00;19.25;2087.00;big
37;3214.00;10.30;1689.00;big
37;3171.00;10.40;1644.00;big
38;3091.00;9.80;1577.00;big
38;3137.00;9.85;1603.00;big
38;3122.00;10.45;1527.00;big
39;3190.00;10.60;1521.00;big
39;3218.00;10.50;1606.00;big
39;3175.00;9.95;1577.00;big
40;3653.00;10.38;1639.00;big
40;3560.00;10.88;1623.00;big
40;3652.00;9.80;1709.00;big
40;3550.00;10.20;1693.00;big
41;2809.00;10.20;1353.00;big
41;2767.00;12.93;1366.00;big
41;2782.00;12.80;1318.00;big
42;2702.00;9.50;1413.00;small
42;2735.00;9.50;1437.00;small
43;2633.00;9.50;1516.00;big
43;2610.00;9.50;1665.00;big
44;2433.00;9.50;1923.00;big
44;2238.00;9.50;1890.00;big
45;2854.00;9.50;1996.00;big
45;2666.00;9.50;1835.00;big
46;3072.00;9.50;2152.00;big
46;3442.00;9.50;2028.00;big
47;2532.00;9.50;1241.00;big
47;2588.00;9.50;1347.00;big
48;2616.00;9.50;1172.00;big
48;2527.00;9.50;1047.00;big
49;2307.00;9.50;1671.00;big
49;2431.00;9.50;1506.00;big
50;1867.00;9.50;1978.00;big
50;2078.00;9.50;1765.00;big
51;2191.00;9.50;1473.00;big
51;2321.00;9.50;1332.00;big
52;1351.00;9.50;1255.00;big
53;1835.00;9.50;1138.00;big
53;1606.00;9.50;1175.00;big
54;1701.00;9.50;1492.00;big
54;1778.00;9.50;1570.00;big
55;1868.00;9.50;1583.00;big
55;1875.00;9.50;1693.00;big
56;2034.00;9.50;1461.00;big
56;2089.00;9.50;1303.00;big
57;1863.00;9.50;1433.00;big
57;1804.00;9.50;1309.00;big
58;2355.00;9.50;1038.00;big
58;2265.00;9.50;1153.00;big
59;2001.00;9.50;1114.00;big
59;2087.00;9.50;952.00;big
60;3881.00;9.50;699.00;big
60;3782.00;9.50;509.00;big
61;2491.00;9.50;826.00;big
61;2296.00;9.50;872.00;big
62;2696.00;9.50;581.00;big
62;2874.00;9.50;404.00;big
63;1619.00;9.50;96.00;big
63;1815.00;9.50;128.00;big
64;2025.00;9.50;104.00;big
64;2338.00;9.50;117.00;big
65;3300.00;9.50;58.00;big
65;3028.00;9.50;119.00;big
66;2433.00;9.50;538.00;big
66;2210.00;9.50;377.00;big
67;2799.00;9.50;112.00;big
67;2649.00;9.50;149.00;big
68;2874.00;9.50;1316.00;big
68;2795.00;9.50;1263.00;big
69;3228.00;9.50;1207.00;big
69;3325.00;10.70;1228.00;big
70;3599.00;9.50;1431.00;small
70;3618.00;9.50;1344.00;small
71;4072.00;9.50;529.00;big
71;4264.00;9.50;570.00;big
72;4348.00;9.50;738.00;big
72;4474.00;9.50;653.00;big
73;4410.00;9.50;754.00;big
73;4412.00;9.50;798.00;big
74;4184.00;9.50;93.00;big
74;4117.00;9.50;288.00;big
75;4532.00;9.50;768.00;big
75;4634.00;9.50;919.00;big
76;4818.00;9.50;1117.00;big
76;4699.00;11.05;1034.00;big
77;4725.00;9.50;1289.00;small
77;4712.00;9.50;1191.00;small
78;4871.00;9.50;789.00;big
78;4879.00;9.50;937.00;big
79;4862.00;9.50;1298.00;big
79;4954.00;9.50;1355.00;big
80;4703.00;9.50;711.00;big
80;4689.00;9.50;798.00;big
81;5236.00;9.50;355.00;big
81;5096.00;9.50;419.00;big
82;4950.00;9.50;481.00;small
82;4959.00;9.50;401.00;small
83;5301.00;9.68;498.00;big
83;5421.00;9.50;360.00;big
84;5203.00;9.57;738.00;big
84;5043.00;9.50;764.00;big
84;4909.00;9.50;637.00;big
84;5177.00;10.25;573.00;big
85;3870.00;9.50;200.00;big
85;3617.00;9.50;169.00;big
86;5251.00;9.50;123.00;big
86;5519.00;9.50;154.00;big
87;5042.00;12.65;1528.00;big
87;5196.00;9.50;1673.00;big
88;5498.00;9.50;1731.00;big
88;126.00;9.50;1870.00;big
89;901.00;9.50;1366.00;small
89;829.00;9.50;1528.00;small
90;4942.00;9.50;1182.00;big
90;5058.00;9.50;1292.00;big
91;4883.00;9.50;543.00;big
91;4824.00;9.50;499.00;big
92;4634.00;9.50;393.00;big
92;4728.00;9.50;446.00;big
93;4795.00;9.50;641.00;big
93;4677.00;14.18;606.00;big
94;5013.00;10.50;1053.00;big
94;5127.00;9.50;921.00;big
95;5475.00;9.50;1177.00;big
95;48.00;9.50;1185.00;big
96;5448.00;9.50;1500.00;big
96;17.00;9.50;1369.00;big
97;5452.00;10.38;746.00;big
97;78.00;9.50;670.00;big
98;4744.00;9.50;68.00;big
98;4945.00;9.50;79.00;big
99;4461.00;9.50;416.00;big
99;4485.00;9.50;132.00;big
100;3366.00;9.50;1062.00;small
100;3535.00;9.50;845.00;small
101;4106.00;9.50;810.00;big
101;4253.00;9.50;852.00;big
102;3499.00;9.50;516.00;big
102;3599.00;9.50;696.00;big
103;3457.00;9.50;353.00;small
103;3381.00;9.50;244.00;small
104;3849.00;9.50;963.00;big
104;3735.00;9.50;882.00;big
105;432.00;9.50;1007.00;big
105;272.00;9.50;1162.00;big
106;1054.00;9.50;1241.00;big
106;1284.00;9.50;1091.00;big
107;1439.00;9.50;995.00;small
107;1515.00;9.50;919.00;small
108;1564.00;9.50;261.00;big
108;1610.00;9.50;494.00;big
109;1507.00;9.50;643.00;big
109;1450.00;9.50;782.00;big
110;1198.00;9.50;914.00;big
110;1173.00;9.50;690.00;big
111;688.00;9.50;1135.00;big
111;892.00;9.50;1047.00;big
112;268.00;9.50;147.00;big
112;672.00;9.50;120.00;big
113;824.00;9.50;457.00;big
113;665.00;9.50;333.00;big
114;642.00;9.50;1686.00;big
114;342.00;9.50;1730.00;big
115;578.00;9.50;1448.00;big
115;748.00;9.50;1471.00;big
116;3606.00;12.73;1242.00;big
116;3705.00;11.48;1242.00;big
116;3688.00;11.45;1101.00;big
116;3585.00;9.90;1154.00;big
117;1485.00;10.40;1392.00;small
117;1599.00;12.00;1543.00;small
117;1567.00;9.80;1456.00;small
118;938.00;9.73;1477.00;big
118;907.00;12.75;1633.00;big
119;1292.00;10.00;1409.00;big
119;1189.00;13.00;1439.00;big
120;1138.00;12.40;1649.00;big
120;1226.00;13.38;1553.00;big
121;1425.00;9.50;1734.00;big
121;1749.00;11.40;1818.00;big
121;1585.00;11.28;1656.00;big
121;1935.00;9.70;1723.00;big
122;941.00;14.60;1794.00;big
122;1201.00;10.90;1809.00;big
123;1202.00;15.40;1211.00;small
123;1262.00;15.32;1201.00;small
124;1658.00;10.20;895.00;big
124;1772.00;10.65;971.00;big
125;2026.00;10.70;504.00;big
125;2128.00;11.98;566.00;big
125;2180.00;10.70;737.00;big
126;2815.00;14.18;1229.00;small
126;3095.00;10.12;1141.00;small
126;2893.00;11.98;1235.00;small
126;3169.00;9.80;1165.00;small
126;2964.00;10.00;1234.00;small
126;3028.00;12.88;1174.00;small
127;3164.00;9.80;1112.00;small
127;2717.00;10.30;988.00;small
127;3242.00;10.20;1080.00;small
127;3016.00;10.70;963.00;small
127;2842.00;12.78;1118.00;small
127;3200.00;11.00;943.00;small
127;3040.00;10.70;1098.00;small
128;3220.00;9.95;1144.00;big
128;3301.00;10.70;1138.00;small
128;3324.00;10.25;1057.00;big
129;3358.00;13.12;1310.00;big
129;3270.00;13.60;1304.00;big
130;3387.00;9.80;1489.00;big
130;3263.00;10.15;1511.00;big
130;3341.00;9.70;1452.00;big
130;3313.00;9.80;1518.00;small
131;3274.00;9.80;1586.00;big
131;3334.00;10.00;1602.00;big
132;3331.00;9.82;1811.00;big
132;3313.00;10.30;1689.00;big
133;3400.00;10.03;1558.00;big
133;3485.00;9.85;1611.00;big
133;3407.00;9.90;1651.00;big
134;3475.00;12.50;1370.00;small
134;3534.00;10.55;1336.00;small
135;3439.00;9.80;1437.00;big
135;3519.00;10.18;1423.00;big
136;4008.00;10.80;1437.00;big
136;3761.00;10.00;1352.00;big
136;3830.00;10.10;1535.00;big
137;3509.00;9.90;1534.00;big
137;3465.00;9.80;1491.00;big
137;3609.00;9.70;1561.00;big
137;3599.00;9.60;1482.00;big
138;3721.00;10.60;1664.00;small
138;3713.00;12.00;1573.00;small
139;3242.00;15.95;162.00;big
139;3121.00;12.75;129.00;big
139;3242.00;13.25;236.00;big
140;2583.00;10.75;870.00;big
140;2938.00;10.73;790.00;big
140;2658.00;10.57;760.00;big
140;2813.00;10.48;820.00;big
141;4238.00;10.53;1054.00;big
141;4166.00;10.38;1045.00;big
142;4410.00;9.90;943.00;big
142;4464.00;9.82;855.00;big
143;4578.00;10.12;1215.00;big
143;4628.00;9.70;1283.00;big
144;4555.00;12.93;1278.00;big
144;4478.00;12.23;1224.00;big
145;4192.00;12.75;1384.00;big
145;4052.00;12.70;1302.00;big
146;4245.00;21.93;1122.00;big
146;4031.00;22.70;1197.00;big
146;4129.00;23.10;1125.00;big
147;4036.00;10.40;1809.00;big
147;4343.00;12.38;1950.00;big
148;4869.00;11.78;1565.00;big
148;4923.00;10.40;1458.00;big
149;5293.00;10.15;1698.00;big
